label,text
2,Are you guys as ready as I am for RIRI 7th album .... Come on NOVEMBER 19 :) #rihannanavy @rihanna rihan http://t.co/h33yFESe
1,"THE SKINNY: Breezy may be getting it from RiRi AND ex, KT. Getting that cake! cake! cake! and eating it too. &lt;3... http://t.co/S7I4RVCe"
1,"If this is the end for @TSN990Radio, I once again have to commend @TheKaufmanShow for his emotional Gary Carter memorial show in February"
1,OMG!!! Ramin and Sierra performing Phantom of the opera at the classical brit awards televised on sunday ITV at 10.30pm!!!! :D
1,"Seven has 6 shows in top 15, ABC 2nd with 5, Nine third with 4. Ten and SBS rate 0.  http://t.co/QBEBBrIG"
2,@lovinjakemore You bet! And @chuckonthewolf &amp; I will have Best Seats in the House on Mon.
1,From a Call to Prayer for America Saturday at the Washington Reflecting pool with the Washington Monument in the... http://t.co/IKpMKsry
2,First time I ever heard SS was in 6th grade and I actually loved it. I didn't know the song at the the time so I couldn't continue to listen
2,@JScribe We are having a Politics and Pancakes program in the building next Tuesday night--you are welcome to come!
0,world war 3 has been going on in my house since Monday. How long do these things usually last?
2,Could be one of the greatest nights of my life Carmelo Anthony winked &amp; acknowledged me twice and sat 2 rows back at the Knicks game! #CA7
2,"Proud of Aishwarya's French honour: Big B: Mumbai, Nov 2 (IANS) Megastar Amitabh Bachchan says he is proud that ... http://t.co/x5721z5E"
1,"Short hair is back! Check  it out. (clockwise) Alicia K, RiRi, Miley C and Twiggy the 1st skinny model.  #pi http://t.co/JmEWya7T"
0,Lack of communication from #nycdoe very frustrating regarding reporting time for work tomorrow.  Thank you #uft and @GothamSchools for Info
1,***Thursday night Friday night dinner special***  Salmon &amp; Jumbo Shrimp 15.95 Whole Fish (Porgie) 1.5lb with lemon... http://t.co/h10h4M8A
1,"Got new Aesop Rock, Master Ace &amp; DOOM, Nas, Flatbush Zombies, Jon Connor, &amp; Cyhi ready for the flight tomorrow, been sleepin on lots of shit"
1,Foreign commentator award at the #commentawards goes to the late Marie Colvin of the Sunday Times
2,Intermission FC took a big step towards the title with a hard fought 1-0 win over fellow table toppers The Real Ajax on Monday night.
2,Tomorrow is a good day to listen to LAMB OF GOD. HAHAHAHA.
1,"Kuun fastest so far on SS4, Williams 2nd and Fekken 3rd. Cronje still leads but the gap is now 8sec from Habif #sarally #pr"
1,might as well go ahead and download the parade tracker app. Think a Zulu float may show up before the bus.
1,"Memorial Day, President's Day, Monday, any day seems to be the right day to see Independence Day on t.v."
2,"""Senran Kagura for PS Vita may be the most advanced breast physics system with complete costume destruction comparing the 3DS counterpart""."
1,Friday is cold but here.  How are you guys doing?  Win Evanescence tickets plus Stone Sour's new album in about 15 minutes...
1,I forgot Plies gone be at the moon tomorrow
2,"With the election right around the corner, RRFP is pleased to announce Super Tuesday!  Get an additional 5%... http://t.co/aKR98s83"
1,"@asampson930 first, *Rondo. 2nd, you know who's higher? Darko Millicic, LeBron James, Carmelo Anthony, etc."
1,The season opener for the New York Knicks is now Miami @ New York On Friday. That's how it should be.
1,"@ByeKandace And I live in Zachary, but I might try to stay with someone next Friday."
2,@felliiiisha come over tomorrow? :) my mom isn't staying there with me she has to stay with the big dogs at the old house until Gordon
2,The last lecture of the day on a Monday to me is like Pancake Day for fat kids #dreamy
0,Did you just tell me Lucas scott leaves in the 6th season of tree hill with peyton to travel the wolrd?#YOUJUSTRUINEDMYLIFE #FUCKYOU
1,"Parsons also confirmed w/ TW reporter abt JLin's popularity, also 'promised' he'll visit Taiwan next yr http://t.co/ER67bSxy"
2,"Having family pictures done on Saturday with my 4 favorite girls! Hannah, Katie , Shan and my Tam! Can't wait! Life can't get any better!"
1,"For those wondering about when/if Murray State's Zay Jackson will play this year -- last Friday, MSU AD Allen Ward said ... (cont)"
1,It's Presidents Day at the White House Thursday. Barack Obama hosts George W. Bush for unveiling of portrait. George H.W. Bush there too.
2,"Get your sweat suits! It's November and its time to lax! Practice tonight, game at @DrexelClubLax tomorrow. #FallBall"
1,Aged under 26 and keen to become a foreign correspondent? Apply for the Marie Colvin scholarship http://t.co/1NwsQSam
0,"@Chewbekahh But if he shaves again like at Elimination Chamber earlier, i may have to hit him!"
1,Who going to Club Bodi tomorrow
2,Can't wait to see Carrie Underwood on the 27th
2,@PaulRyanVP I wish Mitt quit all this lying about what they can do.  If MR was such a great leader he would've sought a 2nd term in Mass.
2,Manuel Charr Looks Confident Ahead of Saturday Clash Vs. Vitali Klitschko: Charr didn't look scared as he stared... http://t.co/o3VxixpV
1,golf on Sunday with @ThePudseyBear @paulslim84 and @JimboFlynn9 is going to be more one sided than klitschko vs @mrdavidhaye
0,March 3rd 2010 -Do you think Kevin Rudd is superficial?  Yes 85.3%(6513 votes) No 14.7%(1122 votes) Rudd being revealed as a failure #auspol
2,Banana walnut Pancakes and a side of @BrooklynCured sausages. Slide up to the counter for a Soda Fountain  Sunday brunch. Enjoy!
2,Pastor Winans will always be cool wit me because 'Tomorrow' by the Winans is one of my fav gospel songs!  And he sent my Nippy home right!
2,"Big fan of the holidays that just involve partying: St. Patrick's, 4th of July, Halloween, Presidents Day, etc."
0,centre for social justice report on Gangs - one year after the riots. http://t.co/A6gtlVQI #d policy may have exacerbated problems.
2,Wow Toowoomba tomorrow with stan walker!!:) so good
1,@amvanimere are you going to The Pack AD tomorrow in Edmonton?
1,DECA meeting tomorrow in the media center at 7:30am. We have a lot of stuff to talk about and breakfast will be provided!
1,Making an effort to use my PS Vita a bit more. Only use it for FIFA  at the moment! Gonna give a few demos a try. 1st Silent Hill BOM :-)
2,"@4everAM_ber *as i sat and thought* i lied. Total Praise, Thank You, then the Winans joints"
0,i haven't worn Makeup since Ash Wed. ;o &lt;3 i don't like it anymore .
2,Good Luck to Scouser &amp; Soon to be Klitschko destroyer @DavidPrice_1 tonight in the Echo against @audley_Harrison - '12th Career KO Tonight'
2,The first Coolamon Rodeo is coming up on November 17! A great day of action and a fun day for the family! http://t.co/nVQELIHn
2,"Wow. Marcos had no VP during Martial Law, but Enrile is the 2nd most powerful man in the Philippines then."
1,"Perry: Morgan State is beating Howard, 7-0 at the end of the 1st quarter of Howard's Homecoming football game."
2,"@the2scoops Much of last season, too, esp 2nd half. Tho I loved Jack White, and Mick Jagger with Arcade Fire / Foo Fighters was amazing."
1,My xbox live ends tomorrow :( MW3 and Gears3 all day! Hit me up!
1,This is the 2nd time I've seen a niqqa wear Galaxy foams
1,Tomorrow haunted house with Sam kaitlyn marisela Yesinea marcos and maybe Walter and Katie xD
1,I challenge Katie to stick pins in my eyes tomorrow. I dare you.
1,Be looking for us this Friday @ Elon University for Campus Fest! Learn more about The Loft and check out how you can win the new Kindle Fire
2,"Shaquille O'Neal All-Star comedy jam @ DAR Constitution Hall Sat. 8pm Nov 3, 2012 Washington DC.. Looks like it will be a great show!!"
2,Support: We're excited that Stan Walker &amp; advocates are running for the kids The Sun-Herald City2Surf soon!... http://t.co/QkDtdwq0
2,"Thinking neighbors probably don't have work tomorrow. So, it's cool if I turn up the Judas Priest and just rock out all night, yeah?"
1,"Although i'm not a big fan of SS, all my respects to Mitch Lucker. May you rest in peace."
1,"Sunday Times launches the Marie Colvin scholarship, seeking future foreign correspondents, under 26. deadline sept 30: http://t.co/aXORYHPn"
1,"Music of the Sun, A Girl Like Me, Good Girl Gone Bad, Rated R, LOUD, Talk That Talk and finally _________?"
1,"The video of Porto ""Oportonity City"" won the 1st prize in category Cultural Tourism in ART&amp;TUR International Tourism Film Festival..."
2,Good luck to Joseph Calleja tonight at the Brits. See he's appearing at the Royal  Festival Hall on Friday 11 Jan in Raymond Gubbay concert
1,Annie hasn't finished the high water marks but Ash Wed is under @1901 Bayford Oyster Co #sandy http://t.co/UiR5NeU6
1,"WPPI and Vegas bound, but have to be up tomorrow at 5:30AM, S.O.L....Maybe catch some ZZ's on the plane."
0,Monday morning CalTrain ride from home to work is always to short. I know that I may be in the minority with that opinion.  #fb
2,@Tiffany_Evonne o ok they got me off today wed &amp;friday but ima talk to Zachary to see if I can work split shifts the rest of the week
1,After 2 days #fuckuover is the 20th most played song on my ipod. Only another 400 or so plays til it beats What Makes You Beautiful
1,"King Cake and boudin for breakfast. Yep! I'm in southern Louisiana, where the weather is warm (not hot) and sunny. Wine tasting tomorrow!"
2,@AKRAM01ARABI Friday's the main day!!!! Knicks vs Heat
2,So here we go into the early hours with hopefully some great racing from San Fran #americascup world series. Watch it Fri 0930 on SS4...
2,@Benjm1 Best year ever it will be! I am tossing the idea of Hawaii around for mid jan to mid feb. but California dreaming for suuure
1,"Late Night with Jimmy Fallon clips - Maya Rudolph, @DaveAnnable10, @theavettbros  http://t.co/TXP7f5LK @NBCUpAllNight @666ParkAve_ABC"
1,Next Friday SolTek residents Daffadam and Medlam take to the stage at Plan B - London for C Panel's 1st Birthday.... http://t.co/9JafrjwC
1,"Europe AA prices may firm on Asian supply, but not in Q4 - buyers: LONDON (ICIS)--Buyers in the European a... http://t.co/RILhya5H #ICIS"
1,Little Mix are going to be on Kyle and Jackie O tomorrow morning :)
2,"@thewovenword ....is @ericwfoster going as that ""Upwards Kid"" that he played so well on Sunday night??!! ....with his prop/friend, ""Adidas""?"
1,Senior ads and quotes for the Yearbook are due TOMORROW!
1,Getting my vans either Thursday or Friday for the game
1,@YungToneWorld #FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #Flex
1,@InVinceAble_45 Yeah with Miss May I too. It's on the 1st at Backstage Live
0,@Andrew_Heaton I think we need 3 first XI ready players in January. That's a huge ask unless you're prepared to overpay
1,Jennifer Aniston shows she's Prada her figure at fashion bash - The Sun: The SunJennifer Aniston shows she's Pra... http://t.co/q42IDY8U
0,Rudd rains on Abbott's parade: KEVIN Rudd may be trying to spoil Julia Gillard's party but yesterday he gate-cra... http://t.co/h8wJi814
2,@tokyoeyepatch But trust a DJ who's giving away TRIKSTA - all about N.O. rap scene [Choppa] on Gumbo Monday 7PM #fundingdrive2012! Bounce!
1,"Interview on Monday, a call back tomorrow, and Vans is really interested into me? I don't know why you guys say it's so hard to get a job"
1,the games i ordered that came out Tuesday were going to shipped from NJ so safe to say i'll be waiting a bit more till they get shipped.
2,Proud of my Mom for all her hard work with Best Business Strategies to get President's Circle in Sage 50 for the 2nd year in a row! Wooooo!
1,"Brit Award winning pop-star Mika is set to return with his brand new album The Origin of Love, released on Island Records on September 16."
1,GHOST RIDER is bck on action jst w8 19th octobr at 3pm ...so guyz start ur engine and join with me in rally...
2,"@surface @microsoftstore #Surface the Florida Mall, Orlando, FL is the closest $MSFT store to me. ;-) can't wait to be there tomorrow!"
1,"@BarDownBombs I grew up in Alsip, oak lawn is like my 2nd home. Reason for the city is wifes job at (cont) http://t.co/IsFZAuVh"
1,"Jayalalithaa sets rules for party posters: Cracking the whip, chief minister J Jayalalithaa on Saturday is... http://t.co/nBNj9nl0 #news"
1,Elimination Chamber is going to be in St. Louis May 19th.. I have to go.
2,"Greeting Kobe is to mainstream! So I'll just greet Jeremy lin, HAPPY 24th Birthday Jlin @jerrrmy :))))"
1,Pics: The KBC episode on Sony on November 4.  a treat for all the Big B and SRK fans. http://t.co/xyQSL2ym @yashchoprafilm #fb
1,CJ AND KRECKMAN WEDNESDAY: The guys are at Stoney's getting ready for the Nuggets season opener. Altitude's Chris... http://t.co/99YMGeIu
1,If you are attending the Sustainable Brands London Conference in November please let us know! http://t.co/ivyPY1Jj #SBLondon #LinkedIn
1,Just witnessed the 1st ever black king of Endymion
1,@bloodbubble im going to Bali tomorrow for the weekend for office retreat
2,"Kerri will be helping out the families in Long Beach tomorrow.  If anyone has water, clothes, non perishables,... http://t.co/pZAo4g2q"
0,"Why these mfs jus blastin ""Rella"" like itz the hood on Saturday N shit lolz smh"
2,Lovely day in Edmonton. Game cancelled today. Looking forward to tomorrow. http://t.co/ifhq65JU
2,@barrykidney @wanepillow great idea. BUT I'm still working on the alternate remixes for the 1st 'Jackie O' LP.
2,@patrishuhx7 I have English tomorrow but it honestly doesn't bother me for some reason. Rella always makes my day. Don't ask
1,"After today's bet came in I'm feeling confident with tomorrow's bet: Ath Madrid, Juve, Napoli, Bayern Munich, Porto #comeon"
1,"@SuperEmz_3 you may already be aware, but Alan Rickman is in a film called Gambit that's coming out soon."
1,Championship Thurs @ Blue Raider Hoop camp today!!! Closing ceremonies @ 3:45 in Murphy Center!!! Autographs with all players!
0,"Lost my SS shirt, so I'm just gonna wear my old SS jacket tomorrow instead ;b"
2,Lots of fun this weekend.  We're at the Mardis Gras casino Friday night from 8 to midnight.  Then on Sunday... http://t.co/gt0CzhjJ
2,I'm just looking forward to the Knicks verse Nets game on Thursday! Carmelo Anthony verse Deron Williams my two favorite players!
1,Springsteen is here Sat but if that's not your thing Rick Ross will be in Lexington the same night at @Rupp_Arena http://t.co/7SX6vy0r
1,"@AndrewPeterson Yes, yes, but what you see in the Finder is file directory data that points to your actual files. The file may still exist."
1,IOC mulls Armstrong bronze - SBS: The International Olympic Committee (IOC) on Thursday said it had ... http://t.co/tIKEuaAh #london2012
2,"Join us this Sunday on the Terrace.... we're taking it deep all the way :-) Filthy Rich, Deeafro, Rob Maynard, Dj... http://t.co/kRph98qL"
2,Iam not sure if #Reggie realizes this but statistically Gary Carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm
0,They stop filming 'The Butler' tomorrow. AND I STILL HAVEN'T FOUND ALAN RICKMAN!!!!   -explanation- he's been filming that movie here in La
1,"October 27, completes the its 61 years Kenneth ""KK"" Downing Jr., Guitarist in the British heavy metal band JUDAS PRIEST http://t.co/d1udRZhg"
1,Eastbound for the #arsenal game tomorrow
0,"just watched ""Project X"" for the 1st time, im unamazed.. y'all hyped it WAY PAST what it was.."
1,Capricorn rules the 10th Zodiac house in sidereal Astrology. Practical. Leaders. Make things happen.. Managers. http://t.co/cRqldBRq
1,"Exhausted but buzzing after day 1 of #yalta2012. Need sleep, vitali klitschko speaks tomorrow, might challenge him to an arm wrestle..."
2,Talkin with Procter&amp;Gamble sound like its the move to make..but well see come Thursday for this career fair
0,1st of all in my world theres only Good n evil! Real ppl n fake mf's!This is why I really feel JLin won't make it!Not durable like Yao Ming!
1,Just found out ill be playing at the same tournament with UT as my brother with his h.s. in february in new orleans during mardis gras.
2,@ksorbs I am hoping we will rise up again. And make tomorrow a better day! Hercules for President!
1,"@_patrickrath the pieces that made the Fall show will be posted on the MPAC FB page, Twitter &amp; posted up in the Murphy Center tomorrow!"
0,besides the Game 1 2nd Quarter Knicks vs Heat game... this might be the poorest officiated game throughout the entire playoffs bro. smh
1,Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks 20 minute delay-cars clear
1,"Here is a message from senator with info that may help, Dear Friend: I am writing because you have corresponded... http://t.co/WFkW4zUm"
2,"Exhausted after a long day at WPPI, but ready to do it again tomorrow!"
0,"interview at KFC tomorrow, how the fuck I'm going to understand a single work said idek, i hardly understood the interview set up"
1,VERY SOON Police marching Towards the Crowd  #Ramdev supporters start march towards Ramlila maidan  #likeaboss
2,"Just finished watching ""The Bounty Hunter"", Gerald Butler &amp; Jennifer Aniston. Checking it out for the 2nd time around. Funny!"
2,"Interresting to read, except if you work for RIM or Microsoft (but it may change soon) : The Mobile Industry in Numbers http://t.co/VvALMyIk"
2,"@SteljesBusiness Ah, maybe you also prefer Zulu. Thanks, no relation! But where, Exeter? Btw the 4th emergency service is the Coastguard."
0,Navi rabbit in for spay on Tues and she's just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :(
1,Thursday night adventures... (@ Brooklyn Bowl for Maya Rudolph Performing the Music of Prince and ?uestlove to Follow) http://t.co/GQRlUKIB
0,It needs to storm February 9th so Endymion can get canceled and all the parades would then start at 7am Sunday. #MardiGras #NOLA
2,"@NJHoranHugs Haha, I hardly knew about them and one day I was at her house and she sat me down and made me watch the Brit Awards with her :)"
1,Who's running the StrattonFaxon 20K in New Haven CT on Monday?
1,"I'm going to Richie Hawtin at Buffalo in New York, NY - Oct 29 http://t.co/5ToaRI2e"
2,On the plus side @mytigermytiming have a gig on Saturday night at the Lexington - come along :)
1,"@JKashInfluence injures Borderland,taking him out of the PPV.Who will replace him in the Elimination Chamber match? Watch Asylum this Sunday"
1,@SeoulSausage When do you plan on coming down to the LONG BEACH or the O.C. area? Los Alamitos has a food truck fair on thursday nights.
1,"Tmr is Saturday . Tmr is Duels Official Bars and Bloodshed Rap Battle ! To whoevers down , i shall see you there . http://t.co/BSpejC6l"
1,"It's known, if you were born in November, your parents were getting it in on valentine day!"
1,@MrBButterfield What is a tree's favourite day of the Christian calendar? Ash Wednesday #LOLLE
1,Tuesday is my Sixteen hour day and I'm still up...
2,"Let the good times roll! Tomorrow is Mardis Gras at St. Philip's, with the Bob DeAngelis Dixieland Band and gumbo lunch. Join us at 10:30!"
1,@tiffzero Hey got your tix for Looper on Wed :) it's 630 at Sylvia Park - do you work in town?
1,"2nd movie for the night - Ghost Rider :"") #nowwatching ~"
1,@eczemasupport We usually get President's Day in February before 2 wks for Spring Break in March. That'll be it til May 31 for Summer Break.
2,"Evans: Mick Jagger, 15 Oct 12. Sir Mick Jagger calls Chris Evans with an interesting message about Rolling Stones... http://t.co/WbP7gmtr"
1,"I have one spare VIP meal ticket to QPR v Reading at noon on Sunday needing an owner .3 course meal,wine,fancy seat etc ..anyone fancy it ?"
2,Catholics tomorrow is the Holy Day of All Saints many many gave their lives for Jesus and the church. All the Saints defended the church!!
2,Final day at Bali. Enjoying the last times in sun and temperatures higher then 30 degrees.. Almost time to going home!
1,"Only 2 spots left for Standard First Aid with CPR C! November 5 &amp; 6, 4pm-10pm in Centretown. Contact Centretown... http://t.co/EFpmICpT"
0,Shit's going down this Sat. at Neighborhood Theatre #DROP!THARD
1,"@ElizeViola Oh, I got ham. And I ate Reggie's ham. And I ate Brian's ham. Tomorrow I'm getting more bc my dad said he's going to the store!"
2,@Shabelyyy Aki ta junior saying he inviting Max tomorrow lol to chill in the house
1,Postage for O. Henry stamp unveiled: The U.S. Postal Service on Monday unveiled the stamp commemorating the life of... http://t.co/lqvQNACh
0,@DJmizuhara right! Where is the 2nd Vita heaven? Vita is a zombie right now. Maybe Sony is busy on the PS4 and just forgot about the Vita.
1,Heading to Crows Nest on Sunday to cover Ray White's celebrations for 110 years in the business of real estate.
2,Pancakes were delicious and everything's perfect. Now off to sleep and then tomorrow it's gonna be Ascot all day long.
2,TY for making me a woman!!!! @EstelleDarlings said at constitution hall Saturday dont EVER EVER EVER EVER let someone make u feel like shit
2,Finding out that its national margarita day on a Thursday this year just made having no class on Friday thaaaat much better #excited
2,"I'm so happy for @CassadeePope :) she is finally showing the world what she gots! Blake, Hey Monday, and now just CASSADEE POPE! &lt;3"
2,"Just been to @RSPCAYORK with @mrsiveson for 1st time since Blake. Walked Reggie &amp; Anna, 2 really sweet dogs."
1,Delhi braces for another Ramdev protest: New Delhi : Final touches were being given Wednesday at the Ramlila gro... http://t.co/veCIuLYg
0,"it's ages since I had KFC, well apart from the mush in a bun that passed as breakfast last SUnday, that doesn't count though"
1,Boateng put through his own net in the dying seconds to hand Bayer Leverkusen a 2-1 victory on Sunday evening... http://t.co/hIXmqOqS
1,Diet starts Monday when I wake up. Ends the same day. Always happens
2,"Effat University wins the 1st ""P&amp;G's University Challenge"" at the Procter and Gamble's university competition. http://t.co/XNQlMuVu"
2,Don't worry edmonton tomorrow morning your main streets will be clear and ready for you to drive on !!!! I better go to Bed
1,@AnaBanana12 do you like @OurNameIsFun? Presale is tomorrow for Jan 31st show at DAR Constitution Hall.
2,@ashhellaflush haha Black Dahlia was my favorite song by them too!! I miss you too. Are you still going to miss may I?? :)
1,I just signed up for a FLASH MOB AMERICA flash mob in Long Beach Dec 1! Who's coming w/ me? http://t.co/FdBV2RDJ via @flashmobamerica
1,"#Personally I watch #ExtraTime on SS4 with @robertmarawa Mondays top class analysis who knows may the entire SA&lt;lol&gt; RT"" @Mindlos_Khafu"
1,Because Sunday just screams Pancake Day
2,Free dinner for everyone in highschool In Edmonton at Rahma mosque Saturday night @ 7 its going to be fun   :)
2,Get ready for the Peanut Butter and Jams sponsored party at Santos Party House THIS Saturday!  Good looks... http://t.co/BAqzdcLf
1,"Just got Bel Ami from the Redbox....so that is what I will watching tonight, or tomorrow."
1,"CLT20 I am willing to bat at any number, says Rahane - MUMBAI: Ajinkya Rahane on Thursday insisted he does not have ... http://t.co/2VeFbzAJ"
1,"Kapal-Laut opens a new shop at 3rd floor beachwalk Bali, the heart of tourism in Bali. @KapalLautBali http://t.co/vkNybXQc"
2,Come to MTSU Football Fan Day tomorrow from 2-4 PM at Murphy Center! Meet the team for autographs and enjoy hotdogs and drinks!
2,"@d2Phresh It's cool, the less recognition we get, the more we win. I'll take that....all the way to N.O. in February."
2,@thatkid193 im a JR Smith fan hes super athletic so i kind of want him shooting with the 2nd unit him novak kidd camby nd white or thomas
0,Not convinced by the Haye v Chisora fight @ Upton Park on Saturday.....personally I'd rather have seen Carlton Cole v Emile Heskey
0,Why has no one put a YouTube video of Todd Bertuzzi assaulting Steve Moore on an iPad while he's in the penalty box?
2,"Prayer with amazing men of God this morning, grocery shopping, arrival of my [2nd] Pokemon shirt, and purchased Big L's first album. #cool"
2,"The Girl with the Birthday Cake on her in the ""Birthday Song"" video.. Can somebody bring her to my house Thursday?"
2,"Wish you were eating @ Jackie O's today? Come to the Appalachian Health Summit Saturday for delicious Jackie O's lunch, &amp; health workshop :)"
1,"Sunday get on the ropes with James Murphy.YogaCity NYC | Yoga, Meditation, Pranayama &amp; Kirtan Events in New York City http://t.co/MMEcQGwh"
1,@DanNancarrow As he was in a News Ltd town surely @billybragg had something to say about Murdoch in intro to 'Scousers Don't Buy The Sun'?
2,Calgary tomorrow for the first meet of the season! Can't wait to get some early racing done #altitude #paceit
1,@llcoolj If you are the same age as Mick Jagger than may I say you
2,"#FRIDAY Love that movie, Kinda awkward watching it on Thursday tho ..."
1,"Top 5 Upcoming Games for the PlayStation Vita: After a slow start back in March, the PlayStation Vita has ... http://t.co/4YaTPl7U - N4G"
1,Hey Washington Senior! Have you had your senior portraits taken? The deadline for the yearbook is January 15.... http://t.co/D9Q4C2gB
2,Its FRIENDSHIP DAY coming this sunday and people are reacting like Valentine day
2,"with the Wikileaks releases yesterday, it's only gonna help 3rd party candidates make an impact in the election."
1,Who would go see @KChenoweth with me at DAR Constitution Hall on sunday evening?
1,"friday aug 17th we in NEW HAVEN CT,  for the KICK BACK 7... its a luau get your beach wear ready!..."
2,"Feb 13th at the Bell Center, Bon Jovi is back in MTL. Just in time for my birthday, I'm just saying :p"
1,I am going to @NetrootsUK 1st and then to the London Conference of Critical thought http://t.co/UC1pnX0Y
1,New Post Rob will be on the Kyle and Jackie O show on Tuesday 23nd http://t.co/dFa2sDmH
0,"Anyway, sorry for these random tweets about The Finder. unfollow for the night. I'll be back to normal sports stuff tomorrow"
0,"If anyone comes to school with the Galaxy Foams tomorrow , I'm mugging them ."
2,"Knowing the movie industry in Kumasi, a movie a titled ""Ayariga for President"" may not be too far away. Please don't disappoint me#BoxOffice"
2,Gotta hold down a dub for that Flatbush Zombies show on the 1st. Throw a blunt on stage or sumn.
1,@BadmanTips commentator says Porto dominated 1st half &amp; looks that way again in the 2nd
0,The Big L is strictly gunplay I run thru church n pistol whip the priest every Sunday. DAMN :|
2,@JimIrsay that would be Jason Varitek. Pick me as I would love to go to the game Sunday.
0,"Golf Capsules: Nick Watney missed a chance for a 59 on Sunday in his CIMB Classic victory, closing with a course... http://t.co/qexkrHIG"
2,Awesome talk from awesome @BeckyPallack in the Star apprentice class tonite on social media! Just in time for Super Tuesday!
0,the only thing i may truly miss about lexington is shoto's !!!
0,Knicks Vs. Pacers in the 2nd Round of Association Mode. Upset the #1 Bulls
1,Looks like I'm going to Knicks Vs. Heat this Sunday.
1,For my 18th birthday I want a lap dance from that fat chick in Rella.
2,Just watched Act of Valor for the 4th time - I do like that movie.
1,"I'm going to Anthony Hamilton at DAR Constitution Hall in Washington, DC - Sep 15 http://t.co/PEcRmVHl"
2,Varitek eager to learn on the job: Newly appointed Red Sox special assistant Jason Varitek on Friday reflected o... http://t.co/YMqKsoiN
1,Sarah G. Day last Sunday!! Monday!! Tuesday!! Wednesday!! & xempre ngaung Thursday!! kip it up POPTSERS!!&lt;3
2,Brook Lopez the 2nd best offensive center in the NBA he not ass
2,Last day of work at Walgreens tomorrow! *cries tears of joy*
2,"@DeanteT the 1st thing that came to mind was something from Flatbush Zombies hahaha or omg, Biz Markie. OR Ol' Dirty Bastard &gt;:)"
2,Hope you've got your tickets/tables for Plies tomorrow night 10/6 at Belo Nightclub with Z90.3 | San Diego!!  If... http://t.co/59PU3er8
0,"this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh, 21st birthday shit"
2,I love my girl Evelyn at work she switched shifts with me Saturday:)
0,The only bad thing about Barack Obama having a 2nd term as President is that its always a flop 2nd time round historically
1,Former Westover HS (NC) star CJ Ford opens the season for Murray State against Brescia on November 9th at home.
1,"Q98 Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT... http://t.co/OpzJoZzP"
0,Ghost Rider: Spirit of Vengeance was a lost cause. You had nowhere to go but up after the 1st movie. And then you decided to dig a hole...
1,@jwwashburn @ebertchicago slow down. He's a lib. U may hav 2 explain 2 him. Remember Charlie Gibson told DonWade&amp;Roma he dnt know abt ACORN.
0,So disappointed with the movie Ghost Rider: Spirit of Vengeance. So not better than the 1st Ghost Rider movie
1,I need to spend the night at someone's house tomorrow then just go to the meet with them!
2,"It's Friday before WPPI! Who is going this year?! I AM!! Before I leave on Sunday, I wanted to give out a fun... http://t.co/nCWPsyd4"
1,@Chris_Cordaro24 1st game in brooklyn and i want to see brook lopez
1,"Wilfred Kiboro joins Family Bank as Chairman, a day after he quit Standard Chartered Bank. He takes over from founder Titus Muya on Jan 1"
1,Who's going to walgreens tomorrow for the 75% off all of the halloween candy? I AM!
1,@TimCross_ introduced me to Big L when i was in the 9th grade. i was really deaf to real hip hop music back in the 9th grade lol
1,"@CountryGirl_731 we changed seats in dental lol, you're in Ash's old seat and the chapter is due tomorrow"
0,"@JagoBrown91 In Lewis on the 5th they're burning effigies of Guy Fawkes, the Pope &amp; whoever else they presently dislike. Sussexy indeed..."
2,Thursday Margarita Day with Poker Sign in before 7:15 p.m. And a Funtastic Time!!!! Yeaha Friday Jaron Bell (Riannon bday party) reminder ;)
1,Austin wore his YOLO shirt for the 15th time in a month.
1,Can someone pick me up tomorrow morning and bring me with you at LAX?
1,How To Dress Well plays Santos Party House on October 8th with o f f Love and Warm Ghost! http://t.co/WidZmWJ4
0,@rattlecans the mere mention of Catholics makes my blood rise - and I was raised catholic. Rejected somewhere around 5th grade.
2,Jasmine Curtis-Smith is nominated as Best New Female TV Personality (for Nandito Ako) in the 26th PMPC Star Awards for TV. Yay! =))
1,Yay... we had us a mini water fight =) Now my hair messed up &lt;&lt; think tomorrow imma go to alsip and get in the pool
0,"And also, haven't been able to check and CBA updates since Sunday. If anyone hears any news, please pass it along to me. Thanks!"
1,#LazyWeb Should I get up early and avoid giants fans on Caltrain or just work from home tomorrow?
0,Project X on a monday night? Fuck it
1,@kenyawalters Riri's new album is dropping november 19th. Freaking machine... literally a year and a day since Talk That Talk..
1,Does anyone want to trade a PlayStation Vita for a iPod touch 4th generation 32 gigabyte ?: http://t.co/z5vaPttT
2,@KatieLMO96 haha brilliant!! MORNING Katie...happy Friday! Bodg loves the drawing of him! M
1,Tomorrow at #Wingsday catch the Playoff game with Knicks vs Heat @Djphife on the sounds. Reserve your table now 214-444-9161!!!
